revid	title	toclevel	index	indexInverse	bytes	date	titlesNumber	main category	second category	anchor
227711347	Use in psychotherapy	1	11	10	5196	24/07/08 21:59	21	uses	positive	Use_in_psychotherapy
227711347	Health concerns	1	14	7	8477	24/07/08 21:59	21	safety	negative	Health_concerns
227711347	Effects of chronic use	2	5	16	3300	24/07/08 21:59	21	effects	neutral	Effects_of_chronic_use
227711347	Acute effects	2	4	17	2264	24/07/08 21:59	21	effects	negative	Acute_effects
227713038	Effects	1	4	13	13	24/07/08 22:10	17	effects	neutral	Effects
227713038	Health concerns	1	10	7	8477	24/07/08 22:10	17	safety	negative	Health_concerns
227713038	Effects of chronic use	2	6	11	3300	24/07/08 22:10	17	effects	neutral	Effects_of_chronic_use
227713038	Acute effects	2	5	12	2264	24/07/08 22:10	17	effects	negative	Acute_effects
227713038	Theraputic Uses	1	2	15	5191	24/07/08 22:10	17	uses	positive	Theraputic_Uses
227957775	Effects	1	4	13	13	26/07/08 04:53	17	effects	neutral	Effects
227957775	Health concerns	1	10	7	8477	26/07/08 04:53	17	safety	negative	Health_concerns
227957775	Effects of chronic use	2	6	11	3300	26/07/08 04:53	17	effects	neutral	Effects_of_chronic_use
227957775	Acute effects	2	5	12	2264	26/07/08 04:53	17	effects	negative	Acute_effects
227957775	Therapeutic Uses	1	2	15	5192	26/07/08 04:53	17	uses	positive	Therapeutic_Uses
230840140	Effects	1	4	13	37	09/08/08 17:06	17	effects	neutral	Effects
230840140	Health concerns	1	10	7	8478	09/08/08 17:06	17	safety	negative	Health_concerns
230840140	Effects of chronic use	2	6	11	3299	09/08/08 17:06	17	effects	neutral	Effects_of_chronic_use
230840140	Acute effects	2	5	12	2257	09/08/08 17:06	17	effects	negative	Acute_effects
230840140	Therapeutic uses	1	2	15	5227	09/08/08 17:06	17	uses	positive	Therapeutic_uses
240546163	Effects	1	3	13	12	23/09/08 22:17	16	effects	neutral	Effects
240546163	Health concerns	1	9	7	8573	23/09/08 22:17	16	safety	negative	Health_concerns
240546163	Effects of chronic use	2	5	11	3315	23/09/08 22:17	16	effects	neutral	Effects_of_chronic_use
240546163	Acute effects	2	4	12	2277	23/09/08 22:17	16	effects	negative	Acute_effects
240546187	Effects	1	4	13	12	23/09/08 22:17	17	effects	neutral	Effects
240546187	Health concerns	1	10	7	8573	23/09/08 22:17	17	safety	negative	Health_concerns
240546187	Effects of chronic use	2	6	11	3315	23/09/08 22:17	17	effects	neutral	Effects_of_chronic_use
240546187	Acute effects	2	5	12	2277	23/09/08 22:17	17	effects	negative	Acute_effects
240546187	Therapeutic uses	1	2	15	5227	23/09/08 22:17	17	uses	positive	Therapeutic_uses
241687440	Effects	1	4	14	12	29/09/08 03:07	18	effects	neutral	Effects
241687440	Health concerns	1	10	8	8574	29/09/08 03:07	18	safety	negative	Health_concerns
241687440	Effects of chronic use	2	6	12	3315	29/09/08 03:07	18	effects	neutral	Effects_of_chronic_use
241687440	Acute effects	2	5	13	2277	29/09/08 03:07	18	effects	negative	Acute_effects
241687495	Effects	1	4	14	12	29/09/08 03:07	18	effects	neutral	Effects
241687495	Health concerns	1	10	8	8574	29/09/08 03:07	18	safety	negative	Health_concerns
241687495	Effects of chronic use	2	6	12	3315	29/09/08 03:07	18	effects	neutral	Effects_of_chronic_use
241687495	Acute effects	2	5	13	2277	29/09/08 03:07	18	effects	negative	Acute_effects
241687495	Therapeutic uses	1	2	16	5227	29/09/08 03:07	18	uses	positive	Therapeutic_uses
270150184	Health concerns	1	6	8	10768	12/02/09 03:37	14	safety	negative	Health_concerns
270150184	Therapeutic uses	1	2	12	3510	12/02/09 03:37	14	uses	positive	Therapeutic_uses
270150209	Effects	1	4	14	12	12/02/09 03:38	18	effects	neutral	Effects
270150209	Health concerns	1	10	8	10768	12/02/09 03:38	18	safety	negative	Health_concerns
270150209	Effects of chronic use	2	6	12	3885	12/02/09 03:38	18	effects	neutral	Effects_of_chronic_use
270150209	Acute effects	2	5	13	2261	12/02/09 03:38	18	effects	negative	Acute_effects
270150209	Therapeutic uses	1	2	16	5583	12/02/09 03:38	18	uses	positive	Therapeutic_uses
270315615	Effects	1	4	12	12	12/02/09 22:35	16	effects	neutral	Effects
270315615	Effects of chronic use	2	6	10	4001	12/02/09 22:35	16	effects	neutral	Effects_of_chronic_use
270315615	Acute effects	2	5	11	2261	12/02/09 22:35	16	effects	negative	Acute_effects
270315615	Therapeutic uses	1	2	14	5583	12/02/09 22:35	16	uses	positive	Therapeutic_uses
270315654	Effects	1	4	14	12	12/02/09 22:35	18	effects	neutral	Effects
270315654	Health concerns	1	10	8	10768	12/02/09 22:35	18	safety	negative	Health_concerns
270315654	Effects of chronic use	2	6	12	4001	12/02/09 22:35	18	effects	neutral	Effects_of_chronic_use
270315654	Acute effects	2	5	13	2261	12/02/09 22:35	18	effects	negative	Acute_effects
270315654	Therapeutic uses	1	2	16	5583	12/02/09 22:35	18	uses	positive	Therapeutic_uses
270890548	Effects	1	4	14	12	15/02/09 14:09	18	effects	neutral	Effects
270890548	Health concerns	1	10	8	10768	15/02/09 14:09	18	safety	negative	Health_concerns
270890548	Effects of chronic use	2	6	12	4001	15/02/09 14:09	18	effects	neutral	Effects_of_chronic_use
270890548	Therapeutic uses	1	2	16	5583	15/02/09 14:09	18	uses	positive	Therapeutic_uses
270890548	Acute Non-Fatal effects	2	5	13	2406	15/02/09 14:09	18	effects	neutral	Acute_Non-Fatal_effects
271095232	Effects	1	4	14	12	16/02/09 11:06	18	effects	neutral	Effects
271095232	Health concerns	1	10	8	10768	16/02/09 11:06	18	safety	negative	Health_concerns
271095232	Effects of chronic use	2	6	12	4001	16/02/09 11:06	18	effects	neutral	Effects_of_chronic_use
271095232	Acute effects	2	5	13	2261	16/02/09 11:06	18	effects	negative	Acute_effects
271095232	Therapeutic uses	1	2	16	5583	16/02/09 11:06	18	uses	positive	Therapeutic_uses
272345906	Effects	1	4	15	12	21/02/09 21:25	19	effects	neutral	Effects
272345906	Health concerns	1	11	8	10888	21/02/09 21:25	19	safety	negative	Health_concerns
272345906	Effects of chronic use	2	6	13	4101	21/02/09 21:25	19	effects	neutral	Effects_of_chronic_use
272345906	Therapeutic uses	1	2	17	5583	21/02/09 21:25	19	uses	positive	Therapeutic_uses
272347100	Effects	1	4	15	12	21/02/09 21:30	19	effects	neutral	Effects
272347100	Health concerns	1	11	8	10888	21/02/09 21:30	19	safety	negative	Health_concerns
272347100	Effects of chronic use	2	6	13	4101	21/02/09 21:30	19	effects	neutral	Effects_of_chronic_use
272347100	Acute effects	1	5	14	2259	21/02/09 21:30	19	effects	negative	Acute_effects
272347100	Therapeutic uses	1	2	17	5583	21/02/09 21:30	19	uses	positive	Therapeutic_uses
281872819	Effects	1	4	17	12	05/04/09 10:32	21	effects	neutral	Effects
281872819	Health concerns	1	10	11	64	05/04/09 10:32	21	safety	negative	Health_concerns
281872819	Acute effects	2	5	16	2312	05/04/09 10:32	21	effects	negative	Acute_effects
281872819	Therapeutic uses	1	2	19	3916	05/04/09 10:32	21	uses	positive	Therapeutic_uses
281872819	Acute health concerns	2	11	10	1115	05/04/09 10:32	21	safety	neutral	Acute_health_concerns
281872819	Effects on the brain and serotonin	2	12	9	7725	05/04/09 10:32	21	effects	neutral	Effects_on_the_brain_and_serotonin
281873121	Effects	1	4	15	12	05/04/09 10:35	19	effects	neutral	Effects
281873121	Health concerns	1	11	8	10396	05/04/09 10:35	19	safety	negative	Health_concerns
281873121	Effects of chronic use	2	6	13	4101	05/04/09 10:35	19	effects	neutral	Effects_of_chronic_use
281873121	Acute effects	2	5	14	2312	05/04/09 10:35	19	effects	negative	Acute_effects
281873121	Therapeutic uses	1	2	17	3728	05/04/09 10:35	19	uses	positive	Therapeutic_uses
284049000	Effects	1	4	15	12	15/04/09 19:00	19	effects	neutral	Effects
284049000	Health concerns	1	11	8	10396	15/04/09 19:00	19	safety	negative	Health_concerns
284049000	Effects of chronic use	2	6	13	3368	15/04/09 19:00	19	effects	neutral	Effects_of_chronic_use
284049000	Acute effects	2	5	14	2355	15/04/09 19:00	19	effects	negative	Acute_effects
284049000	Therapeutic uses	1	2	17	3728	15/04/09 19:00	19	uses	positive	Therapeutic_uses
284049000	Effects On Driving	1	15	4	3036	15/04/09 19:00	19	effects	negative	Effects_On_Driving
284053243	Effects	1	4	14	12	15/04/09 19:24	18	effects	neutral	Effects
284053243	Health concerns	1	11	7	10396	15/04/09 19:24	18	safety	negative	Health_concerns
284053243	Effects of chronic use	2	6	12	3368	15/04/09 19:24	18	effects	neutral	Effects_of_chronic_use
284053243	Acute effects	2	5	13	2355	15/04/09 19:24	18	effects	negative	Acute_effects
284053243	Therapeutic uses	1	2	16	3728	15/04/09 19:24	18	uses	positive	Therapeutic_uses
284063947	Effects	1	4	16	12	15/04/09 20:21	20	effects	neutral	Effects
284063947	Health concerns	1	11	9	10396	15/04/09 20:21	20	safety	negative	Health_concerns
284063947	Effects of chronic use	2	6	14	3368	15/04/09 20:21	20	effects	neutral	Effects_of_chronic_use
284063947	Acute effects	2	5	15	2355	15/04/09 20:21	20	effects	negative	Acute_effects
284063947	Therapeutic uses	1	2	18	3728	15/04/09 20:21	20	uses	positive	Therapeutic_uses
284063947	Effects on Driving	1	15	5	3020	15/04/09 20:21	20	effects	negative	Effects_on_Driving
284071702	Effects	1	4	15	12	15/04/09 21:00	19	effects	neutral	Effects
284071702	Health concerns	1	11	8	10396	15/04/09 21:00	19	safety	negative	Health_concerns
284071702	Effects of chronic use	2	6	13	3368	15/04/09 21:00	19	effects	neutral	Effects_of_chronic_use
284071702	Acute effects	2	5	14	2355	15/04/09 21:00	19	effects	negative	Acute_effects
284071702	Therapeutic uses	1	2	17	3728	15/04/09 21:00	19	uses	positive	Therapeutic_uses
303801330	Effects	1	9	9	15	23/07/09 20:11	18	effects	neutral	Effects
303801330	Health concerns	1	14	4	10409	23/07/09 20:11	18	safety	negative	Health_concerns
303801330	Effects of chronic use	2	11	7	3371	23/07/09 20:11	18	effects	neutral	Effects_of_chronic_use
303801330	Acute effects	2	10	8	5721	23/07/09 20:11	18	effects	negative	Acute_effects
303801330	Therapeutic use	1	2	16	4303	23/07/09 20:11	18	uses	positive	Therapeutic_use
303806522	Effects	1	10	11	890	23/07/09 20:38	21	effects	neutral	Effects
303806522	Health concerns	1	17	4	10409	23/07/09 20:38	21	safety	negative	Health_concerns
303806522	Effects of chronic use	2	15	6	3371	23/07/09 20:38	21	effects	neutral	Effects_of_chronic_use
303806522	Therapeutic use	1	2	19	4303	23/07/09 20:38	21	uses	positive	Therapeutic_use
303806522	Beneficial effects	2	11	10	2048	23/07/09 20:38	21	effects	positive	Beneficial_effects
303806522	Side effects	2	12	9	1652	23/07/09 20:38	21	effects	negative	Side_effects
303806522	Rebound / withdrawal	2	13	8	894	23/07/09 20:38	21	safety	negative	Rebound_.2F_withdrawal
303806522	Overdose	2	14	7	2473	23/07/09 20:38	21	effects	negative	Overdose
303809526	Effects	1	10	11	890	23/07/09 20:54	21	effects	neutral	Effects
303809526	Health concerns	1	17	4	10409	23/07/09 20:54	21	safety	negative	Health_concerns
303809526	Therapeutic use	1	2	19	4303	23/07/09 20:54	21	uses	positive	Therapeutic_use
303809526	Beneficial effects	2	11	10	2048	23/07/09 20:54	21	effects	positive	Beneficial_effects
303809526	Side effects	2	12	9	1660	23/07/09 20:54	21	effects	negative	Side_effects
303809526	Rebound / withdrawal	2	13	8	1320	23/07/09 20:54	21	safety	negative	Rebound_.2F_withdrawal
303809526	Overdose	2	14	7	2552	23/07/09 20:54	21	effects	negative	Overdose
303809526	Chronic use	2	15	6	3313	23/07/09 20:54	21	effects	negative	Chronic_use
305959298	Effects	1	11	12	886	04/08/09 05:43	23	effects	neutral	Effects
305959298	Health concerns	1	18	5	10420	04/08/09 05:43	23	safety	negative	Health_concerns
305959298	Therapeutic use	1	3	20	4303	04/08/09 05:43	23	uses	positive	Therapeutic_use
305959298	Beneficial effects	2	12	11	1997	04/08/09 05:43	23	effects	positive	Beneficial_effects
305959298	Side effects	2	13	10	1623	04/08/09 05:43	23	effects	negative	Side_effects
305959298	Rebound / withdrawal	2	14	9	1299	04/08/09 05:43	23	safety	negative	Rebound_.2F_withdrawal
305959298	Overdose	2	15	8	2552	04/08/09 05:43	23	effects	negative	Overdose
305959298	Chronic use	2	16	7	3313	04/08/09 05:43	23	effects	negative	Chronic_use
305959298	Harm assessment	2	19	4	1587	04/08/09 05:43	23	safety	negative	Harm_assessment
311227572	Effects	1	11	11	886	01/09/09 06:32	22	effects	neutral	Effects
311227572	Health concerns	1	18	4	10384	01/09/09 06:32	22	safety	negative	Health_concerns
311227572	Therapeutic use	1	3	19	4303	01/09/09 06:32	22	uses	positive	Therapeutic_use
311227572	Beneficial effects	2	12	10	2012	01/09/09 06:32	22	effects	positive	Beneficial_effects
311227572	Side effects	2	13	9	1623	01/09/09 06:32	22	effects	negative	Side_effects
311227572	Rebound / withdrawal	2	14	8	1340	01/09/09 06:32	22	safety	negative	Rebound_.2F_withdrawal
311227572	Overdose	2	15	7	2552	01/09/09 06:32	22	effects	negative	Overdose
311227572	Chronic use	2	16	6	3795	01/09/09 06:32	22	effects	negative	Chronic_use
311247758	Effects	1	11	12	886	01/09/09 09:58	23	effects	neutral	Effects
311247758	Health concerns	1	18	5	10384	01/09/09 09:58	23	safety	negative	Health_concerns
311247758	Therapeutic use	1	3	20	4303	01/09/09 09:58	23	uses	positive	Therapeutic_use
311247758	Beneficial effects	2	12	11	2012	01/09/09 09:58	23	effects	positive	Beneficial_effects
311247758	Side effects	2	13	10	1623	01/09/09 09:58	23	effects	negative	Side_effects
311247758	Rebound / withdrawal	2	14	9	1340	01/09/09 09:58	23	safety	negative	Rebound_.2F_withdrawal
311247758	Overdose	2	15	8	2552	01/09/09 09:58	23	effects	negative	Overdose
311247758	Chronic use	2	16	7	3795	01/09/09 09:58	23	effects	negative	Chronic_use
311247758	Harm assessment	2	19	4	2106	01/09/09 09:58	23	safety	negative	Harm_assessment
311461712	Effects	1	11	19	886	02/09/09 12:50	30	effects	neutral	Effects
311461712	Health concerns	1	21	9	306	02/09/09 12:50	30	safety	negative	Health_concerns
311461712	Therapeutic use	1	3	27	4303	02/09/09 12:50	30	uses	positive	Therapeutic_use
311461712	Beneficial effects	2	12	18	2012	02/09/09 12:50	30	effects	positive	Beneficial_effects
311461712	Side effects	2	13	17	1623	02/09/09 12:50	30	effects	negative	Side_effects
311461712	Rebound / withdrawal	2	14	16	1340	02/09/09 12:50	30	safety	negative	Rebound_.2F_withdrawal
311461712	Overdose	2	15	15	2552	02/09/09 12:50	30	effects	negative	Overdose
311461712	Chronic use	2	16	14	3795	02/09/09 12:50	30	effects	negative	Chronic_use
311461712	Harm assessment	2	25	5	1564	02/09/09 12:50	30	safety	negative	Harm_assessment
311461712	Short-term health concerns	2	22	8	1537	02/09/09 12:50	30	safety	negative	Short-term_health_concerns
311461712	Long-term effects on serotonin and dopamine	2	23	7	6979	02/09/09 12:50	30	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
313296856	Effects	1	11	19	886	12/09/09 01:57	30	effects	neutral	Effects
313296856	Health concerns	1	21	9	306	12/09/09 01:57	30	safety	negative	Health_concerns
313296856	Therapeutic use	1	3	27	4303	12/09/09 01:57	30	uses	positive	Therapeutic_use
313296856	Beneficial effects	2	12	18	2012	12/09/09 01:57	30	effects	positive	Beneficial_effects
313296856	Side effects	2	13	17	1623	12/09/09 01:57	30	effects	negative	Side_effects
313296856	Rebound / withdrawal	2	14	16	1340	12/09/09 01:57	30	safety	negative	Rebound_.2F_withdrawal
313296856	Overdose	2	15	15	2552	12/09/09 01:57	30	effects	negative	Overdose
313296856	Chronic use	2	16	14	3795	12/09/09 01:57	30	effects	negative	Chronic_use
313296856	Harm assessment	2	25	5	1564	12/09/09 01:57	30	safety	negative	Harm_assessment
313296856	Short-term health concerns	2	22	8	1537	12/09/09 01:57	30	safety	negative	Short-term_health_concerns
313298003	Effects	1	11	19	886	12/09/09 02:06	30	effects	neutral	Effects
313298003	Health concerns	1	21	9	306	12/09/09 02:06	30	safety	negative	Health_concerns
313298003	Therapeutic use	1	3	27	4303	12/09/09 02:06	30	uses	positive	Therapeutic_use
313298003	Beneficial effects	2	12	18	2012	12/09/09 02:06	30	effects	positive	Beneficial_effects
313298003	Side effects	2	13	17	1623	12/09/09 02:06	30	effects	negative	Side_effects
313298003	Rebound / withdrawal	2	14	16	1340	12/09/09 02:06	30	safety	negative	Rebound_.2F_withdrawal
313298003	Overdose	2	15	15	2552	12/09/09 02:06	30	effects	negative	Overdose
313298003	Chronic use	2	16	14	3795	12/09/09 02:06	30	effects	negative	Chronic_use
313298003	Harm assessment	2	25	5	1564	12/09/09 02:06	30	safety	negative	Harm_assessment
313298003	Short-term health concerns	2	22	8	1537	12/09/09 02:06	30	safety	negative	Short-term_health_concerns
313298003	Long-term effects on serotonin and dopamine	2	23	7	6979	12/09/09 02:06	30	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
316694056	Health concerns	1	20	9	306	28/09/09 15:09	29	safety	negative	Health_concerns
316694056	Therapeutic use	1	3	26	4303	28/09/09 15:09	29	uses	positive	Therapeutic_use
316694056	Beneficial effects	2	11	18	2012	28/09/09 15:09	29	effects	positive	Beneficial_effects
316694056	Side effects	2	12	17	1623	28/09/09 15:09	29	effects	negative	Side_effects
316694056	Rebound / withdrawal	2	13	16	1340	28/09/09 15:09	29	safety	negative	Rebound_.2F_withdrawal
316694056	Overdose	2	14	15	2552	28/09/09 15:09	29	effects	negative	Overdose
316694056	Chronic use	2	15	14	3795	28/09/09 15:09	29	effects	negative	Chronic_use
316694056	Harm assessment	2	24	5	1564	28/09/09 15:09	29	safety	negative	Harm_assessment
316694056	Short-term health concerns	2	21	8	1537	28/09/09 15:09	29	safety	negative	Short-term_health_concerns
316694056	Long-term effects on serotonin and dopamine	2	22	7	6870	28/09/09 15:09	29	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
316694353	Effects	1	11	19	886	28/09/09 15:11	30	effects	neutral	Effects
316694353	Health concerns	1	21	9	306	28/09/09 15:11	30	safety	negative	Health_concerns
316694353	Therapeutic use	1	3	27	4303	28/09/09 15:11	30	uses	positive	Therapeutic_use
316694353	Beneficial effects	2	12	18	2012	28/09/09 15:11	30	effects	positive	Beneficial_effects
316694353	Side effects	2	13	17	1623	28/09/09 15:11	30	effects	negative	Side_effects
316694353	Rebound / withdrawal	2	14	16	1340	28/09/09 15:11	30	safety	negative	Rebound_.2F_withdrawal
316694353	Overdose	2	15	15	2552	28/09/09 15:11	30	effects	negative	Overdose
316694353	Chronic use	2	16	14	3795	28/09/09 15:11	30	effects	negative	Chronic_use
316694353	Harm assessment	2	25	5	1564	28/09/09 15:11	30	safety	negative	Harm_assessment
316694353	Short-term health concerns	2	22	8	1537	28/09/09 15:11	30	safety	negative	Short-term_health_concerns
316694353	Long-term effects on serotonin and dopamine	2	23	7	6870	28/09/09 15:11	30	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
326784737	Effects	1	11	24	901	19/11/09 19:40	35	effects	neutral	Effects
326784737	Health concerns	1	21	14	303	19/11/09 19:40	35	safety	negative	Health_concerns
326784737	Therapeutic use	1	3	32	4368	19/11/09 19:40	35	uses	positive	Therapeutic_use
326784737	Beneficial effects	2	12	23	1997	19/11/09 19:40	35	effects	positive	Beneficial_effects
326784737	Side effects	2	13	22	1487	19/11/09 19:40	35	effects	negative	Side_effects
326784737	Overdose	2	15	20	2514	19/11/09 19:40	35	effects	negative	Overdose
326784737	Chronic use	2	16	19	3794	19/11/09 19:40	35	effects	negative	Chronic_use
326784737	Harm assessment	2	25	10	3063	19/11/09 19:40	35	safety	negative	Harm_assessment
326784737	Short-term health concerns	2	22	13	1535	19/11/09 19:40	35	safety	negative	Short-term_health_concerns
326784737	Long-term effects on serotonin and dopamine	2	23	12	6946	19/11/09 19:40	35	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
334937415	Effects	1	9	25	901	30/12/09 16:45	34	effects	neutral	Effects
334937415	Health concerns	1	19	15	303	30/12/09 16:45	34	safety	negative	Health_concerns
334937415	Beneficial effects	2	10	24	1915	30/12/09 16:45	34	effects	positive	Beneficial_effects
334937415	Side effects	2	11	23	1380	30/12/09 16:45	34	effects	negative	Side_effects
334937415	Overdose	2	13	21	2552	30/12/09 16:45	34	effects	negative	Overdose
334937415	Chronic use	2	14	20	3794	30/12/09 16:45	34	effects	negative	Chronic_use
334937415	Harm assessment	2	23	11	3099	30/12/09 16:45	34	safety	negative	Harm_assessment
334937415	Short-term health concerns	2	20	14	1535	30/12/09 16:45	34	safety	negative	Short-term_health_concerns
334937415	Long-term effects on serotonin and dopamine	2	21	13	6946	30/12/09 16:45	34	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
334943836	Effects	1	10	25	901	30/12/09 17:26	35	effects	neutral	Effects
334943836	Health concerns	1	20	15	303	30/12/09 17:26	35	safety	negative	Health_concerns
334943836	Therapeutic use	1	3	32	4400	30/12/09 17:26	35	uses	positive	Therapeutic_use
334943836	Beneficial effects	2	11	24	1915	30/12/09 17:26	35	effects	positive	Beneficial_effects
334943836	Side effects	2	12	23	1380	30/12/09 17:26	35	effects	negative	Side_effects
334943836	Overdose	2	14	21	2552	30/12/09 17:26	35	effects	negative	Overdose
334943836	Chronic use	2	15	20	3794	30/12/09 17:26	35	effects	negative	Chronic_use
334943836	Harm assessment	2	24	11	3099	30/12/09 17:26	35	safety	negative	Harm_assessment
334943836	Short-term health concerns	2	21	14	1535	30/12/09 17:26	35	safety	negative	Short-term_health_concerns
334943836	Long-term effects on serotonin and dopamine	2	22	13	6946	30/12/09 17:26	35	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
340299286	Effects	1	10	25	901	27/01/10 08:19	35	effects	neutral	Effects
340299286	Subjective effects	2	11	24	1899	27/01/10 08:19	35	effects	neutral	Subjective_effects
340299286	Health concerns	1	20	15	303	27/01/10 08:19	35	safety	negative	Health_concerns
340299286	Therapeutic use	1	3	32	4392	27/01/10 08:19	35	uses	positive	Therapeutic_use
340299286	Side effects	2	12	23	1391	27/01/10 08:19	35	effects	negative	Side_effects
340299286	Overdose	2	14	21	2529	27/01/10 08:19	35	effects	negative	Overdose
340299286	Chronic use	2	15	20	3794	27/01/10 08:19	35	effects	negative	Chronic_use
340299286	Harm assessment	2	24	11	3099	27/01/10 08:19	35	safety	negative	Harm_assessment
340299286	Short-term health concerns	2	21	14	1535	27/01/10 08:19	35	safety	negative	Short-term_health_concerns
340299286	Long-term effects on serotonin and dopamine	2	22	13	6949	27/01/10 08:19	35	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
342591417	Effects	1	10	25	901	08/02/10 00:11	35	effects	neutral	Effects
342591417	Health concerns	1	20	15	303	08/02/10 00:11	35	safety	negative	Health_concerns
342591417	Therapeutic use	1	3	32	4392	08/02/10 00:11	35	uses	positive	Therapeutic_use
342591417	Beneficial effects	2	11	24	1827	08/02/10 00:11	35	effects	positive	Beneficial_effects
342591417	Side effects	2	12	23	1741	08/02/10 00:11	35	effects	negative	Side_effects
342591417	Overdose	2	14	21	2530	08/02/10 00:11	35	effects	negative	Overdose
342591417	Chronic use	2	15	20	3794	08/02/10 00:11	35	effects	negative	Chronic_use
342591417	Harm assessment	2	24	11	3099	08/02/10 00:11	35	safety	negative	Harm_assessment
342591417	Short-term health concerns	2	21	14	1535	08/02/10 00:11	35	safety	negative	Short-term_health_concerns
342591417	Long-term effects on serotonin and dopamine	2	22	13	6949	08/02/10 00:11	35	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
344561427	Effects	1	10	25	901	17/02/10 05:36	35	effects	neutral	Effects
344561427	Subjective effects	2	11	24	1827	17/02/10 05:36	35	effects	neutral	Subjective_effects
344561427	Health concerns	1	20	15	303	17/02/10 05:36	35	safety	negative	Health_concerns
344561427	Therapeutic use	1	3	32	4514	17/02/10 05:36	35	uses	positive	Therapeutic_use
344561427	Side effects	2	12	23	1761	17/02/10 05:36	35	effects	negative	Side_effects
344561427	Overdose	2	14	21	2530	17/02/10 05:36	35	effects	negative	Overdose
344561427	Chronic use	2	15	20	3794	17/02/10 05:36	35	effects	negative	Chronic_use
344561427	Harm assessment	2	24	11	3099	17/02/10 05:36	35	safety	negative	Harm_assessment
344561427	Short-term health concerns	2	21	14	1535	17/02/10 05:36	35	safety	negative	Short-term_health_concerns
344561427	Long-term effects on serotonin and dopamine	2	22	13	6934	17/02/10 05:36	35	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
346596960	Health concerns	1	14	15	303	27/02/10 00:35	29	safety	negative	Health_concerns
346596960	Therapeutic use	1	3	26	4514	27/02/10 00:35	29	uses	positive	Therapeutic_use
346596960	Harm assessment	2	18	11	3099	27/02/10 00:35	29	safety	negative	Harm_assessment
346596960	Short-term health concerns	2	15	14	1535	27/02/10 00:35	29	safety	negative	Short-term_health_concerns
346596960	Long-term effects on serotonin and dopamine	2	16	13	6914	27/02/10 00:35	29	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
346597012	Effects	1	10	25	901	27/02/10 00:35	35	effects	neutral	Effects
346597012	Subjective effects	2	11	24	1827	27/02/10 00:35	35	effects	neutral	Subjective_effects
346597012	Health concerns	1	20	15	303	27/02/10 00:35	35	safety	negative	Health_concerns
346597012	Therapeutic use	1	3	32	4514	27/02/10 00:35	35	uses	positive	Therapeutic_use
346597012	Side effects	2	12	23	1370	27/02/10 00:35	35	effects	negative	Side_effects
346597012	Overdose	2	14	21	2530	27/02/10 00:35	35	effects	negative	Overdose
346597012	Chronic use	2	15	20	3351	27/02/10 00:35	35	effects	negative	Chronic_use
346597012	Harm assessment	2	24	11	3099	27/02/10 00:35	35	safety	negative	Harm_assessment
346597012	Short-term health concerns	2	21	14	1535	27/02/10 00:35	35	safety	negative	Short-term_health_concerns
346597012	Long-term effects on serotonin and dopamine	2	22	13	6914	27/02/10 00:35	35	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
389620729	Effects	1	4	24	1017	09/10/10 00:43	28	effects	neutral	Effects
389620729	Subjective effects	2	5	23	1754	09/10/10 00:43	28	effects	neutral	Subjective_effects
389620729	Health concerns	1	14	14	792	09/10/10 00:43	28	safety	negative	Health_concerns
389620729	Side effects	2	6	22	1219	09/10/10 00:43	28	effects	negative	Side_effects
389620729	Overdose	2	8	20	1844	09/10/10 00:43	28	effects	negative	Overdose
389620729	Chronic use	2	9	19	3473	09/10/10 00:43	28	effects	negative	Chronic_use
389620729	Harm assessment	2	17	11	3210	09/10/10 00:43	28	safety	negative	Harm_assessment
389620729	Short-term health concerns	2	15	13	7293	09/10/10 00:43	28	safety	negative	Short-term_health_concerns
389620780	Effects	1	10	25	1017	09/10/10 00:43	35	effects	neutral	Effects
389620780	Subjective effects	2	11	24	1754	09/10/10 00:43	35	effects	neutral	Subjective_effects
389620780	Health concerns	1	20	15	792	09/10/10 00:43	35	safety	negative	Health_concerns
389620780	Therapeutic use	1	2	33	3704	09/10/10 00:43	35	uses	positive	Therapeutic_use
389620780	Side effects	2	12	23	1219	09/10/10 00:43	35	effects	negative	Side_effects
389620780	Overdose	2	14	21	2055	09/10/10 00:43	35	effects	negative	Overdose
389620780	Chronic use	2	15	20	3473	09/10/10 00:43	35	effects	negative	Chronic_use
389620780	Harm assessment	2	24	11	3210	09/10/10 00:43	35	safety	negative	Harm_assessment
389620780	Short-term health concerns	2	21	14	2057	09/10/10 00:43	35	safety	negative	Short-term_health_concerns
389620780	Long-term effects on serotonin and dopamine	2	22	13	8943	09/10/10 00:43	35	effects	neutral	Long-term_effects_on_serotonin_and_dopamine
416954651	Effects	1	9	25	1016	03/03/11 19:42	34	effects	neutral	Effects
